"","origin","host_class","host_order","host_family","host_genus","host_species","virus_family","virus_genus"
"839","HP3","Mammalia","Rodentia","Cricetidae","Oryzomys","Oryzomys alfaroi",NA,"Alphavirus"
"840","HP3","Mammalia","Rodentia","Cricetidae","Hylaeamys","Oryzomys laticeps",NA,"Alphavirus"
"841","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries",NA,"Alphavirus"
"842","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis dalli",NA,"Alphavirus"
"843","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes",NA,"Alphavirus"
"844","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio hamadryas",NA,"Alphavirus"
"845","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio papio",NA,"Alphavirus"
"846","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio ursinus",NA,"Alphavirus"
"847","HP3","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus gossypinus",NA,"Alphavirus"
"848","HP3","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus leucopus",NA,"Alphavirus"
"849","HP3","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus maniculatus",NA,"Alphavirus"
"850","HP3","Mammalia","Didelphimorphia","Didelphidae","Philander","Philander opossum",NA,"Alphavirus"
"851","HP3","Mammalia","Artiodactyla","Bovidae","Philantomba","Philantomba monticola",NA,"Alphavirus"
"852","HP3","Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","Phyllostomus discolor",NA,"Alphavirus"
"853","HP3","Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","Phyllostomus hastatus",NA,"Alphavirus"
"854","HP3","Mammalia","Primates","Pitheciidae","Pithecia","Pithecia pithecia",NA,"Alphavirus"
"855","HP3","Mammalia","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus helleri",NA,"Alphavirus"
"856","HP3","Mammalia","Primates","Hominidae","Pongo","Pongo pygmaeus",NA,"Alphavirus"
"857","HP3","Mammalia","Carnivora","Procyonidae","Potos","Potos flavus",NA,"Alphavirus"
"858","HP3","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor",NA,"Alphavirus"
"859","HP3","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys guairae",NA,"Alphavirus"
"860","HP3","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys guyannensis",NA,"Alphavirus"
"861","HP3","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys semispinosus",NA,"Alphavirus"
"862","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",NA,"Alphavirus"
"863","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus norvegicus",NA,"Alphavirus"
"864","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus",NA,"Alphavirus"
"865","HP3","Mammalia","Chiroptera","Emballonuridae","Rhynchonycteris","Rhynchonycteris naso",NA,"Alphavirus"
"866","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus aegyptiacus",NA,"Alphavirus"
"867","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus leschenaultii",NA,"Alphavirus"
"868","HP3","Mammalia","Primates","Callitrichidae","Saguinus","Saguinus midas",NA,"Alphavirus"
"869","HP3","Mammalia","Primates","Cebidae","Saimiri","Saimiri sciureus",NA,"Alphavirus"
"870","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus carolinensis",NA,"Alphavirus"
"871","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus granatensis",NA,"Alphavirus"
"872","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus griseus",NA,"Alphavirus"
"873","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus niger",NA,"Alphavirus"
"874","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus variegatoides",NA,"Alphavirus"
"875","HP3","Mammalia","Chiroptera","Vespertilionidae","Scotophilus","Scotophilus kuhlii",NA,"Alphavirus"
"876","HP3","Mammalia","Rodentia","Cricetidae","Sigmodon","Sigmodon hispidus",NA,"Alphavirus"
"877","HP3","Mammalia","Rodentia","Sciuridae","Otospermophilus","Spermophilus beecheyi",NA,"Alphavirus"
"878","HP3","Mammalia","Rodentia","Sciuridae","Urocitellus","Spermophilus richardsonii",NA,"Alphavirus"
"879","HP3","Mammalia","Rodentia","Sciuridae","Ictidomys","Spermophilus tridecemlineatus",NA,"Alphavirus"
"880","HP3","Mammalia","Chiroptera","Phyllostomidae","Sturnira","Sturnira lilium",NA,"Alphavirus"
"881","HP3","Mammalia","Chiroptera","Phyllostomidae","Sturnira","Sturnira ludovici",NA,"Alphavirus"
"882","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Alphavirus"
"883","HP3","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus audubonii",NA,"Alphavirus"
"884","HP3","Mammalia","Artiodactyla","Bovidae","Syncerus","Syncerus caffer",NA,"Alphavirus"
"885","HP3","Mammalia","Chiroptera","Molossidae","Tadarida","Tadarida brasiliensis",NA,"Alphavirus"
"886","HP3","Mammalia","Pilosa","Myrmecophagidae","Tamandua","Tamandua tetradactyla",NA,"Alphavirus"
"887","HP3","Mammalia","Cingulata","Dasypodidae","Tolypeutes","Tolypeutes matacus",NA,"Alphavirus"
"888","HP3","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Trichosurus vulpecula",NA,"Alphavirus"
"889","HP3","Mammalia","Chiroptera","Phyllostomidae","Uroderma","Uroderma bilobatum",NA,"Alphavirus"
"890","HP3","Mammalia","Carnivora","Ursidae","Ursus","Ursus arctos",NA,"Alphavirus"
"891","HP3","Mammalia","Rodentia","Cricetidae","Zygodontomys","Zygodontomys brevicauda",NA,"Alphavirus"
"892","HP3","Mammalia","Artiodactyla","Bovidae","Aepyceros","Aepyceros melampus",NA,"Aphthovirus"
"893","HP3","Mammalia","Artiodactyla","Bovidae","Alcelaphus","Alcelaphus buselaphus",NA,"Aphthovirus"
"894","HP3","Mammalia","Artiodactyla","Bovidae","Antidorcas","Antidorcas marsupialis",NA,"Aphthovirus"
"895","HP3","Mammalia","Artiodactyla","Bovidae","Antilope","Antilope cervicapra",NA,"Aphthovirus"
"896","HP3","Mammalia","Artiodactyla","Cervidae","Axis","Axis axis",NA,"Aphthovirus"
"897","HP3","Mammalia","Artiodactyla","Cervidae","Blastocerus","Blastocerus dichotomus",NA,"Aphthovirus"
"898","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos frontalis",NA,"Aphthovirus"
"899","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos grunniens",NA,"Aphthovirus"
"900","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Aphthovirus"
"901","HP3","Mammalia","Artiodactyla","Bovidae","Boselaphus","Boselaphus tragocamelus",NA,"Aphthovirus"
"902","HP3","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis",NA,"Aphthovirus"
"903","HP3","Mammalia","Artiodactyla","Camelidae","Camelus","Camelus dromedarius",NA,"Aphthovirus"
"904","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus",NA,"Aphthovirus"
"905","HP3","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus",NA,"Aphthovirus"
"906","HP3","Mammalia","Artiodactyla","Bovidae","Connochaetes","Connochaetes gnou",NA,"Aphthovirus"
"907","HP3","Mammalia","Artiodactyla","Bovidae","Connochaetes","Connochaetes taurinus",NA,"Aphthovirus"
"908","HP3","Mammalia","Artiodactyla","Bovidae","Damaliscus","Damaliscus lunatus",NA,"Aphthovirus"
"909","HP3","Mammalia","Proboscidea","Elephantidae","Elephas","Elephas maximus",NA,"Aphthovirus"
"910","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus",NA,"Aphthovirus"
"911","HP3","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus","Erinaceus europaeus",NA,"Aphthovirus"
"912","HP3","Mammalia","Artiodactyla","Bovidae","Eudorcas","Eudorcas thomsonii",NA,"Aphthovirus"
"913","HP3","Mammalia","Artiodactyla","Bovidae","Gazella","Gazella gazella",NA,"Aphthovirus"
"914","HP3","Mammalia","Artiodactyla","Giraffidae","Giraffa","Giraffa camelopardalis",NA,"Aphthovirus"
"915","HP3","Mammalia","Artiodactyla","Bovidae","Hippotragus","Hippotragus equinus",NA,"Aphthovirus"
"916","HP3","Mammalia","Artiodactyla","Bovidae","Hippotragus","Hippotragus niger",NA,"Aphthovirus"
"917","HP3","Mammalia","Artiodactyla","Bovidae","Kobus","Kobus ellipsiprymnus",NA,"Aphthovirus"
"918","HP3","Mammalia","Artiodactyla","Camelidae","Lama","Lama glama",NA,"Aphthovirus"
"919","HP3","Mammalia","Proboscidea","Elephantidae","Loxodonta","Loxodonta africana",NA,"Aphthovirus"
"920","HP3","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus giganteus",NA,"Aphthovirus"
"921","HP3","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus muntjak",NA,"Aphthovirus"
"922","HP3","Mammalia","Artiodactyla","Bovidae","Nanger","Nanger granti",NA,"Aphthovirus"
"923","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus",NA,"Aphthovirus"
"924","HP3","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx gazella",NA,"Aphthovirus"
"925","HP3","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx leucoryx",NA,"Aphthovirus"
"926","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries",NA,"Aphthovirus"
"927","HP3","Mammalia","Artiodactyla","Suidae","Phacochoerus","Phacochoerus aethiopicus",NA,"Aphthovirus"
"928","HP3","Mammalia","Artiodactyla","Bovidae","Procapra","Procapra gutturosa",NA,"Aphthovirus"
"929","HP3","Mammalia","Artiodactyla","Bovidae","Raphicerus","Raphicerus sharpei",NA,"Aphthovirus"
"930","HP3","Mammalia","Artiodactyla","Bovidae","Redunca","Redunca arundinum",NA,"Aphthovirus"
"931","HP3","Mammalia","Artiodactyla","Cervidae","Rusa","Rusa unicolor",NA,"Aphthovirus"
"932","HP3","Mammalia","Artiodactyla","Bovidae","Saiga","Saiga tatarica",NA,"Aphthovirus"
"933","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Aphthovirus"
"934","HP3","Mammalia","Artiodactyla","Bovidae","Sylvicapra","Sylvicapra grimmia",NA,"Aphthovirus"
"935","HP3","Mammalia","Artiodactyla","Bovidae","Syncerus","Syncerus caffer",NA,"Aphthovirus"
"936","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Taurotragus oryx",NA,"Aphthovirus"
"937","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus imberbis",NA,"Aphthovirus"
"938","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus scriptus",NA,"Aphthovirus"
"939","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus strepsiceros",NA,"Aphthovirus"
"940","HP3","Mammalia","Artiodactyla","Camelidae","Vicugna","Vicugna vicugna",NA,"Aphthovirus"
"941","HP3","Mammalia","Artiodactyla","Suidae","Phacochoerus","Phacochoerus africanus",NA,"Asfivirus"
"942","HP3","Mammalia","Artiodactyla","Suidae","Potamochoerus","Potamochoerus porcus",NA,"Asfivirus"
"943","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Asfivirus"
"944","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Atadenovirus"
"945","HP3","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",NA,"Atadenovirus"
"946","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",NA,"Atadenovirus"
"947","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus",NA,"Atadenovirus"
"948","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries",NA,"Atadenovirus"
"949","HP3","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Trichosurus vulpecula",NA,"Atadenovirus"
"950","HP3","Mammalia","Primates","Aotidae","Aotus","Aotus trivirgatus",NA,"Cardiovirus"
"951","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus sylvaticus",NA,"Cardiovirus"
"952","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Cardiovirus"
"953","HP3","Mammalia","Primates","Callitrichidae","Callithrix","Callithrix jacchus",NA,"Cardiovirus"
"954","HP3","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis virginiana",NA,"Cardiovirus"
"955","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus",NA,"Cardiovirus"
"956","HP3","Mammalia","Primates","Lemuridae","Eulemur","Eulemur albifrons",NA,"Cardiovirus"
"957","HP3","Mammalia","Primates","Lemuridae","Eulemur","Eulemur macaco",NA,"Cardiovirus"
"958","HP3","Mammalia","Carnivora","Felidae","Felis","Felis catus",NA,"Cardiovirus"
"959","HP3","Mammalia","Rodentia","Gliridae","Glis","Glis glis",NA,"Cardiovirus"
"960","HP3","Mammalia","Rodentia","Muridae","Hydromys","Hydromys chrysogaster",NA,"Cardiovirus"
"961","HP3","Mammalia","Carnivora","Herpestidae","Ichneumia","Ichneumia albicauda",NA,"Cardiovirus"
"962","HP3","Mammalia","Primates","Lemuridae","Lemur","Lemur catta",NA,"Cardiovirus"
"963","HP3","Mammalia","Proboscidea","Elephantidae","Loxodonta","Loxodonta africana",NA,"Cardiovirus"
"964","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca mulatta",NA,"Cardiovirus"
"965","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca sylvanus",NA,"Cardiovirus"
"966","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus agrestis",NA,"Cardiovirus"
"967","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus arvalis",NA,"Cardiovirus"
"968","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus pennsylvanicus",NA,"Cardiovirus"
"969","HP3","Mammalia","Rodentia","Muridae","Mus","Mus booduga",NA,"Cardiovirus"
"970","HP3","Mammalia","Rodentia","Muridae","Mus","Mus musculus",NA,"Cardiovirus"
"971","HP3","Mammalia","Rodentia","Myocastoridae","Myocastor","Myocastor coypus",NA,"Cardiovirus"
"972","HP3","Mammalia","Rodentia","Cricetidae","Myodes","Myodes glareolus",NA,"Cardiovirus"
"973","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes",NA,"Cardiovirus"
"974","HP3","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor",NA,"Cardiovirus"
"975","HP3","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys guyannensis",NA,"Cardiovirus"
"976","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus exulans",NA,"Cardiovirus"
"977","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus norvegicus",NA,"Cardiovirus"
"978","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus",NA,"Cardiovirus"
"979","HP3","Mammalia","Primates","Cebidae","Saimiri","Saimiri sciureus",NA,"Cardiovirus"
"980","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus carolinensis",NA,"Cardiovirus"
"981","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris",NA,"Cardiovirus"
"982","HP3","Mammalia","Rodentia","Cricetidae","Sigmodon","Sigmodon hispidus",NA,"Cardiovirus"
"983","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Cardiovirus"
"984","HP3","Mammalia","Primates","Lemuridae","Varecia","Varecia variegata",NA,"Cardiovirus"
"985","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Circovirus"
"986","HP3","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus callipygus",NA,"Ebolavirus"
"987","HP3","Mammalia","Chiroptera","Pteropodidae","Eidolon","Eidolon helvum",NA,"Ebolavirus"
"988","HP3","Mammalia","Chiroptera","Pteropodidae","Epomops","Epomops franqueti",NA,"Ebolavirus"
"989","HP3","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla",NA,"Ebolavirus"
"990","HP3","Mammalia","Chiroptera","Pteropodidae","Hypsignathus","Hypsignathus monstrosus",NA,"Ebolavirus"
"991","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca fascicularis",NA,"Ebolavirus"
"992","HP3","Mammalia","Chiroptera","Pteropodidae","Micropteropus","Micropteropus pusillus",NA,"Ebolavirus"
"993","HP3","Mammalia","Rodentia","Muridae","Mus","Mus setulosus",NA,"Ebolavirus"
"994","HP3","Mammalia","Chiroptera","Pteropodidae","Myonycteris","Myonycteris torquata",NA,"Ebolavirus"
"995","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes",NA,"Ebolavirus"
"996","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus aegyptiacus",NA,"Ebolavirus"
"997","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus amplexicaudatus",NA,"Ebolavirus"
"998","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus leschenaultii",NA,"Ebolavirus"
"999","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Ebolavirus"
"1000","HP3","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla",NA,"Enterovirus"
"1001","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca fascicularis",NA,"Enterovirus"
"1002","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca mulatta",NA,"Enterovirus"
"1003","HP3","Mammalia","Primates","Cercopithecidae","Mandrillus","Mandrillus leucophaeus",NA,"Enterovirus"
"1004","HP3","Mammalia","Primates","Cercopithecidae","Mandrillus","Mandrillus sphinx",NA,"Enterovirus"
"1005","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes",NA,"Enterovirus"
"1006","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio cynocephalus",NA,"Enterovirus"
"1007","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Enterovirus"
"1008","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Ephemerovirus"
"1009","HP3","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis",NA,"Ephemerovirus"
"1010","HP3","Mammalia","Artiodactyla","Cervidae","Dama","Dama dama",NA,"Ephemerovirus"
"1011","HP3","Mammalia","Artiodactyla","Bovidae","Gazella","Gazella gazella",NA,"Ephemerovirus"
"1012","HP3","Mammalia","Artiodactyla","Bovidae","Kobus","Kobus ellipsiprymnus",NA,"Ephemerovirus"
"1013","HP3","Mammalia","Artiodactyla","Bovidae","Syncerus","Syncerus caffer",NA,"Ephemerovirus"
"1014","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus",NA,"Erbovirus"
"1015","HP3","Mammalia","Rodentia","Cricetidae","Akodon","Akodon montensis",NA,"Flavivirus"
"1016","HP3","Mammalia","Artiodactyla","Cervidae","Alces","Alces alces",NA,"Flavivirus"
"1017","HP3","Mammalia","Primates","Atelidae","Alouatta","Alouatta caraya",NA,"Flavivirus"
"1018","HP3","Mammalia","Primates","Atelidae","Alouatta","Alouatta palliata",NA,"Flavivirus"
"1019","HP3","Mammalia","Primates","Atelidae","Alouatta","Alouatta pigra",NA,"Flavivirus"
"1020","HP3","Mammalia","Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus nelsoni",NA,"Flavivirus"
"1021","HP3","Mammalia","Chiroptera","Phyllostomidae","Anoura","Anoura geoffroyi",NA,"Flavivirus"
"1022","HP3","Mammalia","Artiodactyla","Antilocapridae","Antilocapra","Antilocapra americana",NA,"Flavivirus"
"1023","HP3","Mammalia","Primates","Aotidae","Aotus","Aotus trivirgatus",NA,"Flavivirus"
"1024","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus agrarius",NA,"Flavivirus"
"1025","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus argenteus",NA,"Flavivirus"
"1026","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus flavicollis",NA,"Flavivirus"
"1027","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus speciosus",NA,"Flavivirus"
"1028","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus sylvaticus",NA,"Flavivirus"
"1029","HP3","Mammalia","Chiroptera","Phyllostomidae","Dermanura","Artibeus cinereus",NA,"Flavivirus"
"1030","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus jamaicensis",NA,"Flavivirus"
"1031","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus lituratus",NA,"Flavivirus"
"1032","HP3","Mammalia","Chiroptera","Phyllostomidae","Dermanura","Artibeus phaeotis",NA,"Flavivirus"
"1033","HP3","Mammalia","Chiroptera","Phyllostomidae","Dermanura","Artibeus toltecus",NA,"Flavivirus"
"1034","HP3","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus",NA,"Flavivirus"
"1035","HP3","Mammalia","Rodentia","Cricetidae","Arvicola","Arvicola amphibius",NA,"Flavivirus"
"1036","HP3","Mammalia","Primates","Atelidae","Ateles","Ateles paniscus",NA,"Flavivirus"
"1037","HP3","Mammalia","Chiroptera","Vespertilionidae","Barbastella","Barbastella barbastellus",NA,"Flavivirus"
"1038","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Flavivirus"
"1039","HP3","Mammalia","Pilosa","Bradypodidae","Bradypus","Bradypus tridactylus",NA,"Flavivirus"
"1040","HP3","Mammalia","Pilosa","Bradypodidae","Bradypus","Bradypus variegatus",NA,"Flavivirus"
"1041","HP3","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis",NA,"Flavivirus"
"1042","HP3","Mammalia","Primates","Callitrichidae","Mico","Callithrix leucippe",NA,"Flavivirus"
"1043","HP3","Mammalia","Rodentia","Cricetidae","Calomys","Calomys musculinus",NA,"Flavivirus"
"1044","HP3","Mammalia","Artiodactyla","Camelidae","Camelus","Camelus dromedarius",NA,"Flavivirus"
"1045","HP3","Mammalia","Carnivora","Canidae","Canis","Canis latrans",NA,"Flavivirus"
"1046","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus",NA,"Flavivirus"
"1047","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus",NA,"Flavivirus"
"1048","HP3","Mammalia","Chiroptera","Phyllostomidae","Carollia","Carollia brevicauda",NA,"Flavivirus"
"1049","HP3","Mammalia","Chiroptera","Phyllostomidae","Carollia","Carollia perspicillata",NA,"Flavivirus"
"1050","HP3","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus ascanius",NA,"Flavivirus"
"1051","HP3","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus mona",NA,"Flavivirus"
"1052","HP3","Mammalia","Chiroptera","Molossidae","Chaerephon","Chaerephon pumilus",NA,"Flavivirus"
"1053","HP3","Mammalia","Primates","Cercopithecidae","Chlorocebus","Chlorocebus aethiops",NA,"Flavivirus"
"1054","HP3","Mammalia","Pilosa","Megalonychidae","Choloepus","Choloepus hoffmanni",NA,"Flavivirus"
"1055","HP3","Mammalia","Primates","Cercopithecidae","Colobus","Colobus polykomos",NA,"Flavivirus"
"1056","HP3","Mammalia","Rodentia","Nesomyidae","Cricetomys","Cricetomys gambianus",NA,"Flavivirus"
"1057","HP3","Mammalia","Chiroptera","Pteropodidae","Cynopterus","Cynopterus brachyotis",NA,"Flavivirus"
"1058","HP3","Mammalia","Chiroptera","Pteropodidae","Cynopterus","Cynopterus sphinx",NA,"Flavivirus"
"1059","HP3","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta leporina",NA,"Flavivirus"
"1060","HP3","Mammalia","Cingulata","Dasypodidae","Dasypus","Dasypus novemcinctus",NA,"Flavivirus"
"1061","HP3","Mammalia","Rodentia","Muridae","Desmodillus","Desmodillus auricularis",NA,"Flavivirus"
"1062","HP3","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus",NA,"Flavivirus"
"1063","HP3","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis marsupialis",NA,"Flavivirus"
"1064","HP3","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis virginiana",NA,"Flavivirus"
"1065","HP3","Mammalia","Rodentia","Heteromyidae","Dipodomys","Dipodomys heermanni",NA,"Flavivirus"
"1066","HP3","Mammalia","Rodentia","Heteromyidae","Dipodomys","Dipodomys nitratoides",NA,"Flavivirus"
"1067","HP3","Mammalia","Chiroptera","Pteropodidae","Eidolon","Eidolon helvum",NA,"Flavivirus"
"1068","HP3","Mammalia","Chiroptera","Pteropodidae","Eonycteris","Eonycteris spelaea",NA,"Flavivirus"
"1069","HP3","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus fuscus",NA,"Flavivirus"
"1070","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus asinus",NA,"Flavivirus"
"1071","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus",NA,"Flavivirus"
"1072","HP3","Mammalia","Primates","Cercopithecidae","Erythrocebus","Erythrocebus patas",NA,"Flavivirus"
"1073","HP3","Mammalia","Rodentia","Sciuridae","Funambulus","Funambulus tristriatus",NA,"Flavivirus"
"1074","HP3","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus kempi",NA,"Flavivirus"
"1075","HP3","Mammalia","Chiroptera","Phyllostomidae","Glossophaga","Glossophaga soricina",NA,"Flavivirus"
"1076","HP3","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Hipposideros armiger",NA,"Flavivirus"
"1077","HP3","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Hipposideros bicolor",NA,"Flavivirus"
"1078","HP3","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Hipposideros cineraceus",NA,"Flavivirus"
"1079","HP3","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Hipposideros lankadiva",NA,"Flavivirus"
"1080","HP3","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Hipposideros pomona",NA,"Flavivirus"
"1081","HP3","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Hipposideros speoris",NA,"Flavivirus"
"1082","HP3","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus",NA,"Flavivirus"
"1083","HP3","Mammalia","Primates","Lemuridae","Lemur","Lemur catta",NA,"Flavivirus"
"1084","HP3","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus americanus",NA,"Flavivirus"
"1085","HP3","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus californicus",NA,"Flavivirus"
"1086","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca fascicularis",NA,"Flavivirus"
"1087","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca radiata",NA,"Flavivirus"
"1088","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca sinica",NA,"Flavivirus"
"1089","HP3","Mammalia","Chiroptera","Pteropodidae","Macroglossus","Macroglossus minimus",NA,"Flavivirus"
"1090","HP3","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus agilis",NA,"Flavivirus"
"1091","HP3","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus giganteus",NA,"Flavivirus"
